epoch,train_loss,val_mae_C,seg
1,0.17605897356212605,1.0492444038391113,4072.9
2,0.16052139642113136,1.0770951509475708,4130.3
3,0.1479706402061647,1.1130176782608032,4038.5
4,0.13684432883403844,1.1298251152038574,4016.2
5,0.12932790384020498,1.1352112293243408,4029.5
6,0.12423838233766649,1.1408833265304565,4035.5
7,0.12115352831248287,1.1947710514068604,4048.0
8,0.1179521397829447,1.1586567163467407,4135.0
9,0.11678873060578192,1.1549766063690186,4003.2
